Unnamed: 0,year,Name of municipality,Number of inhabitants,Men,Women,Unmarried,Married,Separated,fine particles,ash particles,NO2,Households total,Households without children,Percentage of family house,Percentage of multiple dwelling units,Owner-occupied housing,Rental housing total,Average electricity consumption total,Average natural gas consumption total,Average per capita income, Low-income households,Passenger cars total
44756,2016,Hattem,11125,5445,5680,,,,16.37,0.63,16.19,4635,,82.0,18.0,61.0,36.0,2850.0,1590.0,,,5285
44766,2016,Heerde,12460,6045,6410,,,,16.39,0.56,14.09,5180,,82.0,18.0,70.0,28.0,3220.0,1750.0,,,6590
44781,2016,Heumen,13005,6395,6610,,,,18.57,0.84,22.04,5510,,82.0,18.0,68.0,30.0,3210.0,1610.0,,,6440
44802,2016,Lochem,12420,5995,6420,,,,17.66,0.68,16.69,5505,,79.0,21.0,61.0,38.0,2850.0,1570.0,,,6350
44840,2016,Maasdriel,9805,4975,4830,,,,18.49,0.81,19.34,3995,,91.0,9.0,67.0,32.0,3630.0,1800.0,,,5185
44864,2016,Nijkerk,26350,13125,13220,,,,19.07,0.81,19.18,10760,,79.0,21.0,64.0,36.0,2970.0,1380.0,,,12180
44896,2016,Nijmegen,11580,5690,5890,,,,19.34,1.07,26.01,8785,,11.0,89.0,21.0,72.0,2210.0,1080.0,,,3375
44945,2016,Oldebroek,7280,3635,3645,,,,15.78,0.56,14.44,2775,,80.0,20.0,68.0,30.0,3340.0,1700.0,,,3580
44973,2016,Putten,22105,10915,11190,,,,17.61,0.66,15.48,8715,,83.0,17.0,66.0,33.0,3290.0,1640.0,,,10635
44986,2016,Renkum,11205,5370,5830,,,,18.25,0.79,19.41,5040,,71.0,29.0,68.0,31.0,3080.0,1890.0,,,5570
45002,2016,Rheden,16830,8270,8560,,,,17.52,0.74,17.45,7660,,83.0,17.0,56.0,42.0,2790.0,1540.0,,,8165
45027,2016,Rozendaal,1495,735,760,,,,17.95,0.83,20.15,635,,98.0,2.0,87.0,13.0,4030.0,2550.0,,,870
45029,2016,Scherpenzeel,9530,4705,4825,,,,22.49,0.72,16.91,3695,,87.0,13.0,71.0,29.0,3210.0,1610.0,,,4605
45032,2016,Tiel,19675,9800,9875,,,,19.4,0.9,21.87,9085,,59.0,41.0,44.0,54.0,2620.0,1270.0,,,8185
45063,2016,Voorst,2755,1410,1345,,,,16.98,0.63,14.81,1060,,81.0,19.0,59.0,41.0,3330.0,1770.0,,,1495
45100,2016,Wageningen,33830,16225,17605,,,,18.77,0.79,18.89,19575,,37.0,63.0,34.0,60.0,2690.0,1170.0,,,10875
45114,2016,Westervoort,15000,7310,7685,,,,18.75,0.82,18.97,6540,,87.0,13.0,57.0,43.0,3050.0,830.0,,,7130
45120,2016,Winterswijk,22800,11290,11510,,,,17.82,0.73,17.07,10225,,76.0,24.0,67.0,33.0,2890.0,1440.0,,,10190
45137,2016,Wijchen,275,140,130,,,,19.1,0.82,19.66,90,,88.0,12.0,82.0,16.0,4560.0,1940.0,,,155
45211,2016,Zaltbommel,12125,6000,6125,,,,19.0,0.86,21.52,5165,,82.0,18.0,57.0,41.0,3020.0,1380.0,,,5865
45239,2016,Zevenaar,23555,11430,12120,,,,18.44,0.9,23.67,10860,,77.0,23.0,58.0,41.0,2980.0,1360.0,,,11455
45268,2016,Zutphen,8450,4055,4390,,,,17.33,0.68,17.03,4465,,46.0,54.0,44.0,54.0,2420.0,1290.0,,,3585
45299,2016,Nunspeet,21680,10660,11020,,,,16.01,0.61,16.69,8670,,82.0,18.0,61.0,38.0,3150.0,1620.0,,,10240
45313,2016,Dronten,7940,4080,3855,,,,15.34,0.53,13.33,2990,,94.0,6.0,79.0,21.0,3350.0,1270.0,,,3655
45360,2016,Neerijnen,4455,2210,2245,,,,18.42,0.78,18.71,1765,,91.0,9.0,61.0,36.0,3560.0,1660.0,,,2290
45381,2016,Amersfoort,5540,2715,2825,,,,19.94,0.96,22.92,3475,,27.0,73.0,35.0,60.0,2260.0,1120.0,,,1955
45547,2016,Baarn,11745,5675,6065,,,,18.28,0.83,19.48,5465,,66.0,34.0,59.0,37.0,2990.0,1670.0,,,5685
45568,2016,De Bilt,15215,7265,7950,,,,19.13,1.01,25.23,7320,,49.0,51.0,50.0,49.0,2800.0,1380.0,,,6560
45586,2016,Bunnik,6660,3270,3390,,,,19.69,1.17,26.78,2955,,83.0,17.0,73.0,26.0,3110.0,1720.0,,,3105
45594,2016,Bunschoten,20820,10395,10425,,,,18.56,0.77,17.45,7835,,81.0,19.0,74.0,25.0,3520.0,1500.0,,,8980
45606,2016,Houten,13770,6785,6985,,,,19.11,0.92,22.6,5715,,83.0,17.0,68.0,32.0,3240.0,1320.0,,,5980
45671,2016,Leusden,8140,4005,4135,,,,19.06,0.79,17.85,3685,,79.0,21.0,68.0,32.0,3050.0,1280.0,,,4005
45702,2016,Lopik,14155,7185,6965,,,,18.36,0.8,18.99,5405,,87.0,13.0,72.0,27.0,3570.0,1600.0,,,7030
45716,2016,Montfoort,8140,4055,4080,,,,18.69,0.79,19.37,3385,,83.0,17.0,70.0,30.0,3240.0,1370.0,,,3715
45728,2016,Renswoude,5050,2515,2535,,,,21.66,0.74,17.17,1870,,89.0,11.0,73.0,27.0,3970.0,1660.0,,,2500
45730,2016,Rhenen,1065,510,555,,,,19.12,0.84,19.21,580,,54.0,46.0,44.0,54.0,2620.0,1300.0,,,535
45774,2016,Soest,9265,4490,4775,,,,18.8,0.84,19.67,4120,,73.0,27.0,69.0,31.0,3370.0,1860.0,,,4880
45807,2016,Utrecht,29065,13980,15080,,,,20.21,1.16,27.59,15705,,37.0,63.0,52.0,46.0,2290.0,1180.0,,,8770
45935,2016,Veenendaal,4685,2195,2490,,,,19.65,0.86,20.37,2690,,19.0,81.0,45.0,55.0,2390.0,1010.0,,,1995
45973,2016,Woudenberg,12550,6285,6260,,,,20.63,0.72,16.38,4805,,83.0,17.0,70.0,30.0,3300.0,1560.0,,,6150
45985,2016,Wijk bij Duurstede,17465,8530,8935,,,,18.44,0.77,17.29,7395,,80.0,20.0,67.0,33.0,3210.0,1310.0,,,8420
45995,2016,IJsselstein,34100,16570,17525,,,,18.68,0.86,20.29,14130,,70.0,30.0,64.0,36.0,3240.0,1180.0,,,14670
46027,2016,Zeist,15440,7435,8000,,,,18.45,0.85,19.71,7190,,54.0,46.0,60.0,38.0,3180.0,1740.0,,,7245
46064,2016,Nieuwegein,6175,3040,3130,,,,19.81,1.03,25.47,3175,,48.0,52.0,48.0,51.0,2910.0,970.0,,,2530
46110,2016,Aalsmeer,12155,5905,6245,,,,17.66,0.77,19.42,5355,,73.0,27.0,58.0,38.0,3200.0,1500.0,,,6215
46120,2016,Alkmaar,14330,6775,7555,,,,18.81,0.77,19.55,6750,,57.0,43.0,54.0,40.0,2520.0,1390.0,,,5500
46186,2016,Amsterdam,4280,2340,1935,,,,21.69,1.3,31.9,3070,,5.0,95.0,20.0,76.0,2140.0,1130.0,,,720
47064,2016,Beemster,6260,3160,3100,,,,17.48,0.62,14.47,2480,,89.0,11.0,70.0,30.0,3220.0,1600.0,,,3295
47074,2016,Bergen (NH.),11715,5430,6285,,,,17.12,0.55,12.83,5505,,74.0,26.0,63.0,35.0,3170.0,1950.0,,,5975
47126,2016,Beverwijk,6325,3210,3115,,,,20.7,0.82,20.9,3405,,41.0,59.0,55.0,44.0,2390.0,1090.0,,,2685
47160,2016,Bloemendaal,6510,3045,3465,,,,18.65,0.74,17.73,2895,,63.0,37.0,61.0,39.0,3390.0,2160.0,,,3275
47182,2016,Castricum,4960,2395,2560,,,,18.83,0.67,16.05,2285,,64.0,36.0,74.0,25.0,2760.0,1430.0,,,2065
47202,2016,Diemen,9685,4770,4910,,,,19.49,1.03,24.62,4960,,44.0,56.0,32.0,66.0,3500.0,710.0,,,3260
47230,2016,Edam-Volendam,7010,3395,3615,,,,17.01,0.64,14.9,3070,,85.0,15.0,66.0,33.0,2930.0,1630.0,,,3005
47267,2016,Enkhuizen,8585,4245,4340,,,,14.98,0.51,13.99,4370,,65.0,35.0,53.0,45.0,2560.0,1270.0,,,3445
47275,2016,Haarlem,13665,6895,6770,,,,20.6,1.02,23.6,8435,,29.0,71.0,45.0,53.0,2360.0,1220.0,,,4900
47417,2016,Haarlemmerliede en Spaarnwoude,5575,2755,2820,,,,18.82,0.89,22.18,2370,,77.0,23.0,68.0,31.0,3360.0,1530.0,,,2895
47425,2016,Haarlemmermeer,73430,36300,37130,,,,18.84,0.83,20.3,30710,,70.0,30.0,63.0,37.0,3060.0,1160.0,,,38795
47533,2016,Heemskerk,1670,745,925,,,,20.07,0.81,20.12,965,,22.0,78.0,42.0,58.0,2200.0,1060.0,,,820
47570,2016,Heemstede,22855,10600,12255,,,,19.04,0.83,20.44,10275,,64.0,36.0,64.0,34.0,3070.0,1740.0,,,11230
47585,2016,Heerhugowaard,2960,1450,1510,,,,17.49,0.65,16.09,1340,,78.0,22.0,57.0,43.0,2770.0,1450.0,,,1315
47641,2016,Heiloo,760,375,380,,,,17.88,0.66,16.14,305,,98.0,2.0,85.0,14.0,4330.0,2870.0,,,430
47664,2016,Den Helder,9040,4645,4395,,,,17.35,0.55,18.51,4745,,68.0,32.0,54.0,44.0,2400.0,1310.0,,,3450
47741,2016,Hilversum,9370,4815,4550,,,,19.52,0.98,22.78,5350,,36.0,64.0,45.0,55.0,2480.0,1240.0,,,3275
47790,2016,Hoorn,5540,2640,2900,,,,16.82,0.68,17.5,3080,,45.0,55.0,49.0,51.0,2490.0,1220.0,,,2395
47871,2016,Huizen,6195,2915,3280,,,,18.44,0.87,19.83,2775,,82.0,18.0,59.0,41.0,2930.0,1620.0,,,2960
47904,2016,Landsmeer,9610,4605,5000,,,,18.46,0.78,18.83,4150,,85.0,15.0,63.0,37.0,3200.0,1460.0,,,4510
47911,2016,Langedijk,27445,13630,13815,,,,16.72,0.57,13.53,11280,,84.0,16.0,73.0,27.0,3090.0,1290.0,,,13350
47918,2016,Medemblik,8560,4260,4295,,,,15.42,0.48,12.8,3815,,76.0,24.0,56.0,42.0,2830.0,1330.0,,,3970
47961,2016,Oostzaan,9500,4635,4865,,,,19.82,1.0,24.63,4000,,83.0,17.0,65.0,34.0,3180.0,1440.0,,,4595
47965,2016,Opmeer,6000,3040,2960,,,,16.31,0.51,12.19,2455,,84.0,16.0,72.0,26.0,2950.0,1440.0,,,3030
47977,2016,Ouder-Amstel,13410,6525,6880,,,,18.93,1.04,26.0,5935,,63.0,37.0,57.0,43.0,3090.0,1360.0,,,6225
47984,2016,Purmerend,4330,2040,2285,,,,18.62,0.85,19.95,2450,,42.0,58.0,46.0,50.0,2380.0,910.0,,,1705
48011,2016,Schagen,18700,9115,9580,,,,16.5,0.52,13.87,8495,,78.0,22.0,62.0,37.0,2800.0,1330.0,,,8895
48056,2016,Texel,12150,5995,6155,,,,15.9,0.34,9.46,5585,,81.0,19.0,65.0,33.0,2810.0,1490.0,,,5960
48071,2016,Uitgeest,13360,6710,6645,,,,19.08,0.75,19.07,5540,,81.0,19.0,70.0,29.0,3020.0,1360.0,,,6185
48077,2016,Uithoorn,920,480,435,,,,18.09,0.78,19.81,510,,41.0,59.0,43.0,57.0,2460.0,1260.0,,,510
48099,2016,Velsen,4795,2275,2515,,,,18.89,0.68,17.6,1995,,77.0,23.0,75.0,24.0,3180.0,1850.0,,,2535
48166,2016,Weesp,3195,1530,1660,,,,18.76,0.88,21.67,1660,,56.0,44.0,58.0,41.0,2500.0,1310.0,,,1195
48187,2016,Zandvoort,7565,3680,3885,,,,18.67,0.65,14.94,3705,,46.0,54.0,40.0,60.0,2590.0,990.0,,,3140
48204,2016,Zaanstad,12775,6290,6485,,,,19.77,0.93,25.57,6070,,60.0,40.0,44.0,55.0,2440.0,1230.0,,,4905
48260,2016,Alblasserdam,4700,2275,2425,,,,20.79,0.98,25.33,1985,,60.0,40.0,64.0,35.0,2930.0,1120.0,,,2030
48290,2016,Alphen aan den Rijn,9395,4700,4690,,,,19.01,0.75,18.68,4050,,61.0,39.0,59.0,41.0,3000.0,1250.0,,,4360
48427,2016,Barendrecht,1580,745,835,,,,18.83,0.93,25.18,735,,74.0,26.0,44.0,56.0,2720.0,1460.0,,,715
48510,2016,Drechterland,7940,3930,4010,,,,15.84,0.55,14.92,3285,,85.0,15.0,71.0,27.0,2970.0,1430.0,,,3370
48531,2016,Brielle,13050,6345,6700,,,,17.76,0.71,19.51,5900,,77.0,23.0,60.0,39.0,3060.0,1250.0,,,6720
48547,2016,Capelle aan den IJssel,9825,4860,4960,,,,20.65,1.03,27.02,3780,,77.0,23.0,79.0,21.0,3480.0,1160.0,,,4395
48628,2016,Delft,12530,7030,5500,,,,20.46,1.04,27.46,8215,,31.0,69.0,41.0,56.0,2550.0,1220.0,,,3275
48752,2016,Dordrecht,8575,4415,4160,,,,19.28,1.01,26.66,5025,,31.0,69.0,51.0,48.0,2490.0,1210.0,,,3490
48914,2016,Gorinchem,5480,2725,2750,,,,18.78,0.91,23.5,3025,,29.0,71.0,42.0,56.0,2430.0,1160.0,,,2375
48970,2016,Gouda,7560,3735,3825,,,,19.19,0.92,23.97,4135,,37.0,63.0,44.0,53.0,2560.0,1140.0,,,2630
49023,2016,'s-Gravenhage,8055,3980,4075,,,,19.42,0.84,21.5,4180,,20.0,80.0,58.0,40.0,2720.0,1450.0,,,3085
49151,2016,Hardinxveld-Giessendam,17770,8895,8875,,,,18.43,0.89,24.32,6890,,75.0,25.0,63.0,36.0,3050.0,1330.0,,,8170
49155,2016,Hellevoetsluis,4725,2295,2430,,,,17.43,0.68,17.45,2350,,61.0,39.0,49.0,51.0,2960.0,1210.0,,,2405
49193,2016,Hendrik-Ido-Ambacht,11280,5425,5855,,,,18.86,0.94,24.43,4655,,73.0,27.0,67.0,33.0,2910.0,1380.0,,,4990
49206,2016,Stede Broec,10715,5455,5260,,,,15.57,0.54,14.18,4545,,88.0,12.0,70.0,29.0,3030.0,1460.0,,,4835
49213,2016,Hillegom,9175,4510,4665,,,,18.46,0.77,18.86,4280,,66.0,34.0,62.0,38.0,2860.0,1310.0,,,4370
49234,2016,Katwijk,13460,6785,6675,,,,19.64,0.81,20.23,5585,,48.0,52.0,59.0,40.0,2770.0,1100.0,,,4890
49267,2016,Krimpen aan den IJssel,29050,14055,14995,,,,18.83,0.9,22.88,12180,,72.0,28.0,59.0,40.0,2990.0,1360.0,,,12825
49273,2016,Leerdam,20710,10180,10530,,,,18.82,0.82,19.74,8495,,71.0,29.0,52.0,47.0,2870.0,1290.0,,,8905
49280,2016,Leiden,8515,4065,4445,,,,20.46,1.05,26.04,6350,,32.0,68.0,28.0,70.0,2330.0,1280.0,,,1770
49339,2016,Leiderdorp,15105,7225,7880,,,,19.72,0.96,24.65,7195,,51.0,49.0,57.0,42.0,2780.0,1180.0,,,7595
49355,2016,Lisse,375,190,180,,,,17.98,0.71,17.07,195,,82.0,18.0,66.0,34.0,4130.0,2440.0,,,215
49401,2016,Maassluis,2350,1160,1190,,,,18.38,0.81,23.35,1070,,61.0,39.0,66.0,34.0,2760.0,1260.0,,,1035
49422,2016,Nieuwkoop,11360,5730,5630,,,,17.89,0.72,17.27,4635,,88.0,12.0,71.0,28.0,3260.0,1560.0,,,6010
49449,2016,Noordwijk,17395,8740,8655,,,,18.72,0.74,17.95,7415,,65.0,35.0,63.0,35.0,3010.0,1340.0,,,8085
49459,2016,Noordwijkerhout,16140,8095,8040,,,,18.57,0.73,17.67,6890,,74.0,26.0,60.0,37.0,3050.0,1320.0,,,7735
49464,2016,Oegstgeest,23205,11160,12045,,,,18.62,0.88,22.69,10160,,65.0,35.0,71.0,28.0,3070.0,1270.0,,,10105
49476,2016,Oud-Beijerland,23850,11685,12165,,,,17.56,0.78,20.79,9805,,80.0,20.0,66.0,34.0,3160.0,1260.0,,,11595
49489,2016,Binnenmaas,3525,1775,1750,,,,17.62,0.84,22.14,1535,,93.0,7.0,72.0,28.0,3260.0,1450.0,,,2260
49530,2016,Korendijk,3800,1930,1870,,,,16.98,0.71,17.9,1425,,91.0,9.0,77.0,22.0,3280.0,1480.0,,,1835
49549,2016,Oudewater,730,355,375,,,,18.62,0.74,17.67,260,,99.0,1.0,77.0,23.0,3800.0,1870.0,,,340
49566,2016,Papendrecht,32245,15875,16370,,,,19.91,0.91,23.81,13960,,66.0,34.0,63.0,36.0,3000.0,1110.0,,,15125
49574,2016,Ridderkerk,4105,2015,2085,,,,19.13,0.99,26.77,2160,,29.0,71.0,43.0,56.0,2420.0,1060.0,,,1745
49596,2016,Rotterdam,32925,17065,15855,,,,21.14,1.26,34.07,20660,,1.0,99.0,29.0,69.0,2110.0,270.0,,,13515
49694,2016,Rijswijk,4660,2325,2335,,,,20.1,1.07,28.47,2045,,42.0,58.0,84.0,16.0,2880.0,1700.0,,,1980
49725,2016,Schiedam,2005,1035,970,,,,19.94,1.05,30.76,1100,,22.0,78.0,38.0,61.0,2240.0,1150.0,,,680
49781,2016,Sliedrecht,5685,2945,2740,,,,18.71,0.87,23.86,1950,,82.0,18.0,73.0,26.0,3050.0,1300.0,,,2310
49812,2016,Cromstrijen,8735,4310,4425,,,,16.3,0.68,16.37,3750,,84.0,16.0,66.0,33.0,3220.0,1380.0,,,4705
49821,2016,Albrandswaard,2680,1355,1325,,,,18.58,0.92,25.21,1035,,84.0,16.0,82.0,18.0,3550.0,1250.0,,,1320
49846,2016,Westvoorne,6205,3085,3120,,,,17.17,0.62,15.52,2870,,84.0,16.0,71.0,29.0,3360.0,1650.0,,,3615
49864,2016,Strijen,8765,4340,4425,,,,17.05,0.72,17.52,3770,,83.0,17.0,68.0,32.0,3130.0,1360.0,,,4640
49879,2016,Vianen,16045,7850,8195,,,,18.61,0.84,20.26,6745,,78.0,22.0,59.0,41.0,3050.0,1360.0,,,7635
49898,2016,Vlaardingen,15320,7555,7760,,,,19.81,1.01,29.13,7575,,32.0,68.0,50.0,48.0,2400.0,1140.0,,,5960
49939,2016,Voorschoten,25210,12105,13105,,,,18.7,0.85,22.4,10910,,65.0,35.0,63.0,35.0,2990.0,1380.0,,,11345
49951,2016,Waddinxveen,7440,3575,3860,,,,17.91,0.78,19.84,3270,,60.0,40.0,50.0,50.0,2930.0,1280.0,,,3220
49973,2016,Wassenaar,6675,3205,3465,,,,18.47,0.88,22.75,2860,,76.0,24.0,62.0,37.0,4500.0,3090.0,,,4190
49994,2016,Woerden,17865,8690,9170,,,,19.06,0.9,22.91,8050,,63.0,37.0,56.0,44.0,2690.0,1300.0,,,7460
50029,2016,Zoetermeer,20940,9900,11035,,,,19.52,1.0,26.9,11110,,26.0,74.0,39.0,59.0,2440.0,1080.0,,,8990
50057,2016,Zoeterwoude,5590,2770,2815,,,,18.77,0.85,22.6,2205,,74.0,26.0,73.0,24.0,3060.0,1340.0,,,2535
50071,2016,Zwijndrecht,9470,4330,5140,,,,19.01,0.99,26.43,4460,,44.0,56.0,45.0,53.0,2800.0,1290.0,,,4125
50180,2016,Borsele,620,315,305,,,,15.61,0.62,15.85,255,,100.0,0.0,81.0,19.0,3160.0,1570.0,,,370
50216,2016,Goes,27390,13315,14070,,,,15.98,0.62,16.63,12880,,70.0,30.0,52.0,47.0,2610.0,1180.0,,,13310
50251,2016,West Maas en Waal,1635,815,820,,,,18.37,0.73,16.34,670,,93.0,7.0,75.0,23.0,3610.0,1940.0,,,990
50267,2016,Hulst,10720,5205,5515,,,,15.58,0.75,17.17,5025,,82.0,18.0,64.0,35.0,2680.0,1410.0,,,5945
50316,2016,Kapelle,9135,4515,4620,,,,15.69,0.64,17.74,3565,,90.0,10.0,75.0,23.0,2900.0,1380.0,,,4570
50322,2016,Middelburg,6910,3280,3625,,,,16.65,0.71,18.77,4145,,42.0,58.0,51.0,47.0,2290.0,1230.0,,,3010
50348,2016,Giessenlanden,3215,1615,1600,,,,18.4,0.79,19.16,1220,,90.0,10.0,77.0,23.0,3270.0,1490.0,,,1585
50379,2016,Reimerswaal,6830,3380,3445,,,,15.91,0.64,16.69,2725,,86.0,14.0,68.0,30.0,3100.0,1460.0,,,3265
50413,2016,Zederik,2665,1345,1320,,,,18.74,0.86,22.31,1060,,91.0,9.0,67.0,33.0,3280.0,1650.0,,,1485
50438,2016,Terneuzen,2665,1310,1350,,,,16.07,0.76,20.67,1660,,51.0,49.0,37.0,63.0,2240.0,1080.0,,,1190
50518,2016,Tholen,7810,3770,4035,,,,15.87,0.63,15.93,3125,,83.0,17.0,65.0,34.0,2870.0,1320.0,,,3795
50535,2016,Veere,1640,795,845,,,,15.51,0.53,14.23,695,,80.0,20.0,73.0,19.0,2970.0,1630.0,,,875
50579,2016,Vlissingen,7810,4075,3730,,,,17.01,0.76,20.55,4925,,32.0,68.0,42.0,55.0,2150.0,1080.0,,,3170
50627,2016,Lingewaal,3115,1540,1575,,,,18.33,0.77,18.3,1200,,91.0,9.0,67.0,32.0,3280.0,1470.0,,,1515
50639,2016,De Ronde Venen,995,490,505,,,,18.16,0.73,17.17,445,,84.0,16.0,72.0,28.0,3430.0,1630.0,,,510
50654,2016,Tytsjerksteradiel,10140,4945,5195,,,,14.11,0.41,11.6,4115,,81.0,19.0,62.0,35.0,2590.0,1520.0,,,4625
50687,2016,Aalburg,6305,3150,3150,,,,18.1,0.78,18.47,2295,,82.0,18.0,69.0,31.0,3690.0,1670.0,,,3215
50704,2016,Asten,12930,6585,6340,,,,19.39,0.8,21.14,5495,,84.0,16.0,68.0,32.0,3500.0,1540.0,,,6755
50717,2016,Baarle-Nassau,5435,2750,2680,,,,17.61,0.8,16.42,2415,,84.0,16.0,67.0,31.0,3400.0,1700.0,,,3165
50725,2016,Bergen op Zoom,13545,6705,6835,,,,17.37,0.84,21.2,6980,,52.0,48.0,48.0,51.0,2590.0,1180.0,,,6000
50764,2016,Best,28975,14535,14435,,,,19.46,0.91,23.02,12055,,81.0,19.0,72.0,27.0,3480.0,1460.0,,,14535
50780,2016,Boekel,8540,4330,4205,,,,18.53,0.72,17.04,3275,,85.0,15.0,73.0,24.0,3700.0,1680.0,,,4465
50788,2016,Boxmeer,12090,5930,6160,,,,18.46,0.81,19.77,5395,,75.0,25.0,56.0,44.0,3190.0,1370.0,,,5795
50820,2016,Boxtel,24405,12110,12295,,,,18.42,0.77,18.2,10870,,68.0,32.0,56.0,43.0,3010.0,1360.0,,,11070
50837,2016,Breda,14890,7560,7325,,,,18.59,1.01,25.69,10015,,14.0,86.0,29.0,69.0,2400.0,850.0,,,5485
50895,2016,Deurne,24490,12230,12255,,,,19.66,0.79,18.21,10225,,85.0,15.0,62.0,36.0,3410.0,1600.0,,,12150
50912,2016,Pekela,8070,4090,3980,,,,13.8,0.4,10.33,3455,,87.0,13.0,59.0,40.0,2960.0,1810.0,,,4035
50917,2016,Dongen,23080,11440,11635,,,,17.91,0.81,19.68,9745,,84.0,16.0,69.0,31.0,3320.0,1410.0,,,11760
50933,2016,Eersel,9920,4930,4990,,,,17.69,0.84,19.43,4295,,82.0,18.0,68.0,31.0,3400.0,1590.0,,,5500
50956,2016,Eindhoven,6845,3895,2950,,,,19.95,1.19,29.06,4825,,8.0,92.0,22.0,50.0,2420.0,670.0,,,4335
51084,2016,Etten-Leur,10415,5075,5340,,,,17.88,0.92,22.13,4695,,78.0,22.0,55.0,44.0,2910.0,1290.0,,,4970
51135,2016,Geertruidenberg,12590,6185,6405,,,,18.77,0.88,22.63,5340,,80.0,20.0,60.0,39.0,3190.0,1340.0,,,6490
51146,2016,Gilze en Rijen,16850,8395,8455,,,,17.76,0.83,21.14,7115,,83.0,17.0,61.0,38.0,3210.0,1320.0,,,8345
51156,2016,Goirle,1215,590,620,,,,17.95,0.85,20.22,645,,44.0,56.0,53.0,47.0,3260.0,1230.0,,,655
51196,2016,Grave,8710,4375,4330,,,,18.27,0.78,18.27,3860,,79.0,21.0,62.0,38.0,2950.0,1420.0,,,4530
51213,2016,Haaren,5450,2820,2630,,,,18.33,0.77,18.26,2225,,90.0,10.0,75.0,24.0,3650.0,1770.0,,,2955
51230,2016,Helmond,14600,7315,7285,,,,19.37,1.03,25.29,7625,,48.0,52.0,28.0,72.0,2550.0,1090.0,,,5640
51276,2016,'s-Hertogenbosch,12620,6230,6390,,,,20.59,1.11,26.53,8185,,16.0,84.0,31.0,65.0,2500.0,1140.0,,,5155
51404,2016,Heusden,18170,9000,9170,,,,18.61,0.86,20.63,7600,,83.0,17.0,66.0,33.0,3380.0,1440.0,,,9300
51430,2016,Hilvarenbeek,8520,4165,4355,,,,17.53,0.77,18.43,3580,,84.0,16.0,68.0,29.0,3470.0,1650.0,,,4515
51441,2016,Loon op Zand,10140,4985,5155,,,,18.35,0.81,19.77,4270,,81.0,19.0,59.0,41.0,3310.0,1390.0,,,5255
51477,2016,Mill en Sint Hubert,6060,3065,2990,,,,18.69,0.71,16.43,2520,,90.0,10.0,68.0,31.0,3600.0,1720.0,,,3475
51492,2016,"Nuenen, Gerwen en Nederwetten",19825,9775,10050,,,,18.44,0.89,20.86,8725,,85.0,15.0,72.0,28.0,3420.0,1670.0,,,10890
51502,2016,Oirschot,10690,5275,5415,,,,18.24,0.85,21.41,4425,,82.0,18.0,75.0,25.0,3660.0,1600.0,,,5805
51517,2016,Oisterwijk,225,105,120,,,,18.17,0.81,20.95,85,,98.0,2.0,73.0,27.0,4490.0,2400.0,,,150
51553,2016,Oosterhout,5295,2450,2845,,,,18.78,0.92,22.28,2985,,41.0,59.0,48.0,50.0,2460.0,1120.0,,,2640
51601,2016,Oss,5615,2665,2950,,,,19.4,0.91,21.78,3260,,36.0,64.0,40.0,59.0,2370.0,1100.0,,,2545
51728,2016,Rucphen,4680,2335,2345,,,,16.99,0.78,18.59,1960,,89.0,11.0,71.0,26.0,3760.0,1740.0,,,2665
51739,2016,Sint-Michielsgestel,10420,5190,5230,,,,18.65,0.83,20.41,4285,,86.0,14.0,69.0,28.0,3580.0,1800.0,,,5375
51762,2016,Someren,11910,5980,5930,,,,19.08,0.8,18.2,5060,,82.0,18.0,65.0,34.0,3340.0,1490.0,,,6110
51775,2016,Son en Breugel,11610,5710,5895,,,,20.22,0.97,24.16,4890,,85.0,15.0,72.0,28.0,3690.0,1820.0,,,6390
51783,2016,Steenbergen,12655,6325,6330,,,,16.22,0.68,17.64,5740,,83.0,17.0,64.0,34.0,3260.0,1450.0,,,6730
51801,2016,Waterland,9830,4815,5015,,,,17.51,0.71,17.13,4215,,83.0,17.0,64.0,35.0,3010.0,1490.0,,,4305
51824,2016,Uden,35830,17700,18125,,,,18.52,0.82,19.84,15665,,74.0,26.0,61.0,38.0,3320.0,1410.0,,,19375
51849,2016,Valkenswaard,20240,9955,10285,,,,20.95,0.89,18.8,9635,,68.0,32.0,58.0,41.0,3130.0,1490.0,,,10675
51869,2016,Veldhoven,27735,13670,14065,,,,18.33,0.9,22.95,12715,,75.0,25.0,63.0,36.0,3160.0,1450.0,,,14110
51886,2016,Vught,12695,6315,6380,,,,18.08,0.8,19.17,5375,,72.0,28.0,64.0,34.0,3420.0,1780.0,,,6070
51903,2016,Waalre,17020,8395,8625,,,,17.58,0.83,19.18,7340,,84.0,16.0,74.0,25.0,3450.0,1800.0,,,9200
51908,2016,Waalwijk,29365,14625,14735,,,,18.89,0.89,21.3,13335,,71.0,29.0,57.0,43.0,3010.0,1420.0,,,15435
51931,2016,Werkendam,11200,5590,5610,,,,17.64,0.79,19.74,4155,,86.0,14.0,62.0,38.0,3210.0,1440.0,,,5080
51963,2016,Woensdrecht,10685,5315,5370,,,,17.39,0.76,19.02,4600,,89.0,11.0,66.0,34.0,3340.0,1470.0,,,5600
51981,2016,Woudrichem,4605,2290,2315,,,,18.17,0.83,19.71,1920,,83.0,17.0,64.0,35.0,3280.0,1430.0,,,2330
